Pharmacy Name,Address,City,Province,lon,lat
HAWKSTONE HOME HEALTH CARE PHARMACY,100-18332 LESSARD RD,EDMONTON,Alberta,-113.6423782,53.4862668
HAZELDEAN DRUG MART,9611 66 AVE NW,EDMONTON,Alberta,-113.4772092,53.5026301
HEALTH AID PHARMACY,12918 167 AVE NW,EDMONTON,Alberta,-113.5469358,53.6292143
HEALTH NET PHARMACY,107-6203 28 AVE NW,EDMONTON,Alberta,-113.4289759,53.4582091
HEALTH PLUS IDA PHARMACY,8132 102 ST NW,EDMONTON,Alberta,-113.4939177,53.5175994
HEALTH PLUS PHARMACY,10746 95 ST NW,EDMONTON,Alberta,-113.4840699,53.5540954
HEALTH PRO PHARMACY,14203 127 ST NW,EDMONTON,Alberta,-113.5407122,53.604723
HEALTH SQUARE PHARMACY,11045 124 ST NW,EDMONTON,Alberta,-113.535412,53.5587076
HEALTHCARE I.D.A. PHARMACY,4416 36 AVE NW,EDMONTON,Alberta,-113.4094771,53.467358
HERITAGE IDA PHARMACY,2136 109 ST NW,EDMONTON,Alberta,-113.5097689,53.453054
HEWES WAY PHARMACY,101-2551 HEWES WAY NW,EDMONTON,Alberta,-113.4254361,53.456776
HOLISTICARE PHARMACY,104-7609 109 ST NW,EDMONTON,Alberta,-113.511535,53.5125941
HOMESTEADER PHARMACY,590 HERMITAGE RD NW,EDMONTON,Alberta,-113.4059912,53.5869777
HOPE PHARMACY,9722 106 AVE NW,EDMONTON,Alberta,-113.4898812,53.550203
HUDSON PHARMACY,14072 127 ST NW,EDMONTON,Alberta,-113.542223,53.6033312
ICARE PHARMACY,12851 97 ST NW,EDMONTON,Alberta,-113.4915229,53.5871718
ICARE PHARMACY WINDERMERE,101-3514 ALLAN DR SW,EDMONTON,Alberta,-113.591027,53.4288779
IDA COMMUNITY PHARMACY,36 EVERGREEN PK NW,EDMONTON,Alberta,-113.3530958,53.6296279
IDA IN GRIESBACH PHARMACY,7-6881 AD ASTRA BLVD NW,EDMONTON,Alberta,-113.515438,53.6067468
IDEAL CARE PHARMACY,12147 82 ST NW,EDMONTON,Alberta,-113.46679,53.576274
IMAGINE HEALTH PHARMACY - EDMONTON,2316 96 ST NW,EDMONTON,Alberta,-113.4761551,53.4527136
INGLEWOOD PHARMACY,11802 124 ST NW,EDMONTON,Alberta,-113.5361522,53.5705541
IPHARMACY,5708 19A AVE NW,EDMONTON,Alberta,-113.428645,53.4510256
J L PHARMACARE PHARMACY,4627 118 AVE NW,EDMONTON,Alberta,-113.4139071,53.57004
JASPER PHARMACY,11217 JASPER AVE NW,EDMONTON,Alberta,-113.5144943,53.5406692
KAI HEALTH (CAPILANO PHARMACY),5818 TERRACE RD NW,EDMONTON,Alberta,-113.4253815,53.5408293
KAI HEALTH (KENSINGTON) PHARMACY,12620A 132 AVE NW,EDMONTON,Alberta,-113.5395245,53.5930434
KAI HEALTH (WESTMOUNT PHARMACY),11035 GROAT RD NW,EDMONTON,Alberta,-113.5506379,53.5586038
KENNEDALE DRUG MART,26-12981 50 ST NW,EDMONTON,Alberta,-113.4174432,53.5891504
KINGSTON PHARMACY,10108 111 AVE NW,EDMONTON,Alberta,-113.494364,53.5590657
LAKEWOOD PHARMACY,1520 LAKEWOOD RD NW,EDMONTON,Alberta,-113.4594673,53.458286
LANSDOWNE PHARMASAVE,101-5124 122 ST NW,EDMONTON,Alberta,-113.5425512,53.4893193
LENDRUM GUARDIAN PHARMACY,5720 111 ST NW,EDMONTON,Alberta,-113.5179584,53.4947767
LIFECARE PHARMACY,1332 WINDERMERE WAY SW,EDMONTON,Alberta,-113.6181636,53.433682
LOBLAW PHARMACY #1502,11541 KINGSWAY AVE,EDMONTON,Alberta,-113.5213244,53.5647041
LOBLAW PHARMACY #1537,11839 26 AVE SW,EDMONTON,Alberta,-113.5370633,53.4080181
LOBLAW PHARMACY #1538,1155 WINDERMERE WAY SW,EDMONTON,Alberta,-113.6176785,53.4372533
LOBLAW PHARMACY #1549,9711 23 AVE NW,EDMONTON,Alberta,-113.480911,53.4521631
LOBLAW PHARMACY #1566,4950 137 AVE,EDMONTON,Alberta,-113.4111336,53.5985008
LOBLAW PHARMACY #1569,4410 17 ST NW,EDMONTON,Alberta,-113.374279,53.4806593
LOBLAW PHARMACY #1570,4821 CALGARY TR NW,EDMONTON,Alberta,-113.4934239,53.4860375
LOBLAW PHARMACY #1572,12350 137 AVE NW,EDMONTON,Alberta,-113.537165,53.6015325
LOBLAW PHARMACY #1573,17303 STONY PLAIN RD NW,EDMONTON,Alberta,-113.6211273,53.5399567
LOBLAW PHARMACY #4019,15411 97 ST NW,EDMONTON,Alberta,-113.4901645,53.6156887
LONDON DRUGS #21,120-9450 137 AVE NW,EDMONTON,Alberta,-113.4881358,53.6008627
LONDON DRUGS #22,14951 STONY PLAIN RD NW,EDMONTON,Alberta,-113.578586,53.5401545
LONDON DRUGS #23,10531 51 AVE NW,EDMONTON,Alberta,-113.5016296,53.4876856
LONDON DRUGS #26,1494-8882 170 ST NW,EDMONTON,Alberta,-113.6263698,53.5235495
LONDON DRUGS #45,11704 104 AVE NW,EDMONTON,Alberta,-113.5235411,53.5475032
LONDON DRUGS #57,9704 19 AVE NW,EDMONTON,Alberta,-113.4812751,53.4485198
LONDONDALE GUARDIAN PHARMACY,7606 144 AVE NW,EDMONTON,Alberta,-113.4585278,53.607474
LYNNWOOD PHARMASAVE,8764 149 ST NW,EDMONTON,Alberta,-113.5785637,53.5208824
MANNING PHARMACY,228 MANNING CROSS NW,EDMONTON,Alberta,-113.423727,53.60024
MARKET DRUGS MEDICAL LTD,10203 97 ST NW,EDMONTON,Alberta,-113.4860766,53.5442384
MEADOWLARK PHARMACY,8704A MEADOWLARK RD,EDMONTON,Alberta,-113.5969485,53.5199336
MEDICINE CIRCLE PHARMACY,11148 124 ST,EDMONTON,Alberta,-113.5363214,53.5603539
MEDICINE MARKET PHARMACY,726 91 ST SW,EDMONTON,Alberta,-113.4750298,53.4266049
MEDICINE PLACE PHARMACY,10660 105 ST NW,EDMONTON,Alberta,-113.5013628,53.5512137
MEDICINE PLACE PHARMACY 2,5809 118 AVE NW,EDMONTON,Alberta,-113.4313159,53.5701612
MEDICINE PLACE PHARMACY 3,13514 97 ST NW,EDMONTON,Alberta,-113.4925595,53.5971139
MEDICINE POINT PHARMACY,102-5016 162 AVE NW,EDMONTON,Alberta,-113.4154187,53.6227622
MEDICINE SHOPPE PHARMACY 103,7915 106 AVE NW,EDMONTON,Alberta,-113.4502926,53.5490104
MEDICINE SHOPPE PHARMACY 105,5011 118 AVE NW,EDMONTON,Alberta,-113.4188887,53.5699784
MEDICINE SHOPPE PHARMACY 107,11464 JASPER AVE NW,EDMONTON,Alberta,-113.519216,53.5411723
MEDICINE SHOPPE PHARMACY 114,128-4211 106 ST,EDMONTON,Alberta,-113.5024133,53.47968
MEDICINE SHOPPE PHARMACY 115,15819 87 AVE NW,EDMONTON,Alberta,-113.5960073,53.5190509
MEDICINE SHOPPE PHARMACY 170,127 MILLBOURNE RD E,EDMONTON,Alberta,-113.4495923,53.4680784
MEDICINE SHOPPE PHARMACY 185,8219 112 ST NW,EDMONTON,Alberta,-113.52034,53.518656
MEDICINE SHOPPE PHARMACY 188,100-11910 111 AVE,EDMONTON,Alberta,-113.5279438,53.5601197
MEDICINE SHOPPE PHARMACY 189,17715 98A AVE NW,EDMONTON,Alberta,-113.6272327,53.5339232
MEDICINE SHOPPE PHARMACY 217,102-121 HADDOW CLOSE NW,EDMONTON,Alberta,-113.5922868,53.458877
MEDICINE SHOPPE PHARMACY 225,8111 118 AVE NW,EDMONTON,Alberta,-113.4660227,53.5701705
MEDICINE SHOPPE PHARMACY 244,9002 JASPER AVE NW,EDMONTON,Alberta,-113.4736676,53.5516346
MEDICINE SHOPPE PHARMACY 266,6837 170 ST NW,EDMONTON,Alberta,-113.6141062,53.5038016
MEDICINE SHOPPE PHARMACY 274,831 SADDLEBACK RD NW,EDMONTON,Alberta,-113.5247194,53.4530753
MEDICINE SHOPPE PHARMACY 315,6525 118 AVE NW,EDMONTON,Alberta,-113.4425658,53.5701873
MEDICINE SHOPPE PHARMACY 320,102-16028 100A AVE NW,EDMONTON,Alberta,-113.5987099,53.5409619
MEDICINE SHOPPE PHARMACY 328,9122 82 AVE NW,EDMONTON,Alberta,-113.4685695,53.5183918
MEDICINE SHOPPE PHARMACY 340,12411 118 AVE NW,EDMONTON,Alberta,-113.5366221,53.570121
MEDICINE SHOPPE PHARMACY 344,9559 118 AVE NW,EDMONTON,Alberta,-113.48989,53.5700829
MEDICINE SHOPPE PHARMACY 345,14020 127 ST NW,EDMONTON,Alberta,-113.5421481,53.6029817
MEDICINE SHOPPE PHARMACY 346,14606 50 ST NW,EDMONTON,Alberta,-113.4186609,53.6090406
MEDICINE SHOPPE PHARMACY 353,10423 158 AVE NW,EDMONTON,Alberta,-113.5020231,53.618637
MEDICINE SHOPPE PHARMACY 370,11407 40 AVE NW,EDMONTON,Alberta,-113.5280733,53.4753487
MEDICINE SHOPPE PHARMACY 377,6610 132 AVE NW,EDMONTON,Alberta,-113.4435633,53.5925578
MEDICINE SHOPPE PHARMACY 383,4345 50 ST NW,EDMONTON,Alberta,-113.4170179,53.4812743
MEDICINE SHOPPE PHARMACY 387,13703 93 ST NW,EDMONTON,Alberta,-113.4846071,53.6000793
MEDICINE SHOPPE PHARMACY 390,2356 23 AVE NW,EDMONTON,Alberta,-113.3765416,53.4549848
MEDICINE SHOPPE PHARMACY 393,10714 142 ST NW,EDMONTON,Alberta,-113.567115,53.551658
MEDICINE SHOPPE PHARMACY 405,10130 111 AVE NW,EDMONTON,Alberta,-113.4948021,53.5592762
MEDICINE SHOPPE PHARMACY 412,9216 ELLERSLIE RD SW,EDMONTON,Alberta,-113.4754158,53.4259652
MEDI-DRUGS CLAREVIEW,3504A 137 AVE,EDMONTON,Alberta,-113.3955072,53.5996308
MEDI-DRUGS MILLCREEK,9117 82 AVE NW,EDMONTON,Alberta,-113.4682583,53.5177839
MEDISENSE PHARMACY,12246 107 AVE NW,EDMONTON,Alberta,-113.533656,53.55122
MEDX DRUGS PLAZA 124,120-10216 124 ST NW,EDMONTON,Alberta,-113.5363734,53.5437586
MILLCREEK PHARMACY,4012 50 ST NW,EDMONTON,Alberta,-113.4182795,53.4763529
MILLHURST PHARMACY,6001 MILLWOODS RD S NW,EDMONTON,Alberta,-113.4303554,53.4452208
MILLWOODS ARP DRUGS,4213 23 AVE NW,EDMONTON,Alberta,-113.4076061,53.454518
MILLWOODS IDA PHARMACY,2841 MILL WOODS RD NW,EDMONTON,Alberta,-113.4466543,53.4596115
MINT HEALTH + DRUGS: CMP,15807 102 AVE NW,EDMONTON,Alberta,-113.59456,53.5430874
MINT HEALTH + DRUGS-CHURCH STREET,10631 96 ST NW,EDMONTON,Alberta,-113.4855384,53.5515306
MIRACARE PHARMACY,3921 106 ST,EDMONTON,Alberta,-113.5046233,53.4749621
NOLAN DRUGS,8731 118 AVE NW,EDMONTON,Alberta,-113.4760469,53.570161
NORTH EAST PHARMACY,7210 144 AVE NW,EDMONTON,Alberta,-113.4516576,53.6063783
NORTHGATE PHARMACY,2074-9499 137 AVE NW,EDMONTON,Alberta,-113.4891501,53.5979629
NORTHTOWN PHARMACY,9042 132 AVE NW,EDMONTON,Alberta,-113.481567,53.592393
NORWOOD PHARMACY,11051 95 ST,EDMONTON,Alberta,-113.4865465,53.5595474
PALISADES PHARMACY,12802 137 AVE NW,EDMONTON,Alberta,-113.5418165,53.6005735
PARK PLAZA PHARMACY,11826 103 ST NW,EDMONTON,Alberta,-113.4986456,53.571053
PARSONS DRUGS,101-625 PARSONS RD SW,EDMONTON,Alberta,-113.478848,53.4278211
PATIENT CARE PHARMACY,7707 85 ST NW,EDMONTON,Alberta,-113.4579477,53.5138535
PHARMA-CURE1 PHARMACY,10536 124 ST NW,EDMONTON,Alberta,-113.5361323,53.5487749
PHARMACY ON 34TH,9220 34 AVE NW,EDMONTON,Alberta,-113.471661,53.465908
PHARMACY ON WHYTE,10050 82 AVE NW,EDMONTON,Alberta,-113.4905271,53.518452
PHARMACY ONE,10003 106 AVE NW,EDMONTON,Alberta,-113.4921203,53.5497502
PHARMASAVE #3011,10652 WINTERBURN RD NW,EDMONTON,Alberta,-113.689781,53.5514117
PHARMASAVE #344,6819 ELLERSLIE RD SW,EDMONTON,Alberta,-113.4436815,53.4240307
PHARMASAVE #377,ROYAL CENTRE NORTH,EDMONTON,Alberta,-113.4519991,53.6284102
PHARMASAVE BEVERLY,3729 118 AVE NW,EDMONTON,Alberta,-113.3996314,53.5702758
PHARMASAVE CHAPPELLE PHARMACY,3134 141 ST SW,EDMONTON,Alberta,-113.5659126,53.4051935
PHARMASAVE HAMPTONS,5244 199 ST NW,EDMONTON,Alberta,-113.6650688,53.4883871
PHARMASAVE HOLYROOD,9020 75 ST NW,EDMONTON,Alberta,-113.4434892,53.5257136
PHARMASAVE SOUTHTRAIL,A109-4456 CALGARY TR NW,EDMONTON,Alberta,-113.4952116,53.4822142
PHARMASAVE WESTMOUNT,10844 124 ST NW,EDMONTON,Alberta,-113.5361799,53.553836
PLAZA 160 PHARMACY,8103 160 AVE NW,EDMONTON,Alberta,-113.4661049,53.6206367
PRIMECARE PHARMACY,5594 WINDERMERE BLVD NW,EDMONTON,Alberta,-113.6208691,53.4401928
PRIMROSE IDA PHARMACY,8462 182 ST,EDMONTON,Alberta,-113.6373716,53.5176725
QURELY PHARMACY,14119 28 AVE SW,EDMONTON,Alberta,-113.5662771,53.4099318
RENAISSANCE DISPENSARY LTD.,102-10416 95 ST NW,EDMONTON,Alberta,-113.4811217,53.5490011
REXALL #7220,11811 JASPER AVE NW,EDMONTON,Alberta,-113.5256538,53.5406637
REXALL #7230,2375 111 ST NW,EDMONTON,Alberta,-113.5136988,53.4549529
REXALL #7232,9404 ELLERSLIE RD SW,EDMONTON,Alberta,-113.4774612,53.425759
REXALL #7236,16703 82 ST NW,EDMONTON,Alberta,-113.4665028,53.6294205
REXALL #7238,14403 MILLER BLVD NW,EDMONTON,Alberta,-113.4132752,53.6075722
REXALL #7248,13709 66 ST NW,EDMONTON,Alberta,-113.4417809,53.6004192
REXALL #7251,10155 50 ST NW,EDMONTON,Alberta,-113.4177506,53.5422277
REXALL #7253,468-5015 111 ST NW,EDMONTON,Alberta,-113.5136882,53.4856393
REXALL #7255,11080 51 AVE NW,EDMONTON,Alberta,-113.5151164,53.4893072
REXALL #7257,10228 142 ST NW,EDMONTON,Alberta,-113.5662794,53.5437504
REXALL #7261,8-9228 144 AVE NW,EDMONTON,Alberta,-113.4832781,53.606946
REXALL #7276,BELMONT TOWN CENTER,EDMONTON,Alberta,-113.3863896,53.5969839
REXALL #7294,9540 163 ST NW,EDMONTON,Alberta,-113.6038579,53.5325517
REXALL #7296,6104 90 AVE NW,EDMONTON,Alberta,-113.4266618,53.5248878
REXALL #7509,3004 GRANVILLE DR NW,EDMONTON,Alberta,-113.6782868,53.5105749
REXALL #7514,10507 KINGSWAY AVE NW,EDMONTON,Alberta,-113.5015099,53.5569503
REXALL MYROS,10646 101 ST NW,EDMONTON,Alberta,-113.4940572,53.5508353
RITCHIE PHARMACY,9614 76 AVE NW,EDMONTON,Alberta,-113.4773671,53.512608
RITE CHOICE PHARMACY LTD.,3-4273 23 AVE NW,EDMONTON,Alberta,-113.4084588,53.4548135
RIVERBEND PHARMACY,5659 RIVERBEND RD NW,EDMONTON,Alberta,-113.5768891,53.49456
RIVERVIEW SERVICES PHARMACY,135-3210 118 AVE NW,EDMONTON,Alberta,-113.3898646,53.5709269
RUTHERFORD PHARMACY,11460 17 AVE SW,EDMONTON,Alberta,-113.5243032,53.4151141
RX HEALTHMED CITY CENTRE PHARMACY,10125 157 ST NW,EDMONTON,Alberta,-113.5915089,53.542248
SADDLEBACK PHARMACY,362 SADDLEBACK RD NW,EDMONTON,Alberta,-113.5306904,53.4600525
SAFEWAY PHARMACY #8858,576 RIVERBEND SQ NW,EDMONTON,Alberta,-113.588488,53.4683376
SAFEWAY PHARMACY #8866,8118 118 AVE NW,EDMONTON,Alberta,-113.4666004,53.5714157
SAFEWAY PHARMACY #8867,11410 104 AVE NW,EDMONTON,Alberta,-113.5181124,53.5473793
SAFEWAY PHARMACY #8879,500 MANNING CROSS NW,EDMONTON,Alberta,-113.4233792,53.60105
SAFEWAY PHARMACY #8880,9710 170 ST NW,EDMONTON,Alberta,-113.6181615,53.5341294
SAFEWAY PHARMACY #8886,600-6655 178 ST NW,EDMONTON,Alberta,-113.6301043,53.5022545
SAFEWAY PHARMACY #8889,12950 137 AVE NE,EDMONTON,Alberta,-113.5446772,53.600686
SAFEWAY PHARMACY #8891,WESTMOUNT SHOPPING CENTRE,EDMONTON,Alberta,-113.5530031,53.5610552
SAFEWAY PHARMACY #8892,200-9499 137 AVE NW,EDMONTON,Alberta,-113.490486,53.5983349
SAFEWAY PHARMACY #8893,5821 TERRACE RD NW,EDMONTON,Alberta,-113.4251685,53.5389277
SAFEWAY PHARMACY #8895,10930 82 AVE NW,EDMONTON,Alberta,-113.5136245,53.5187803
SAFEWAY PHARMACY #8898,185-8330 82 AVE NW,EDMONTON,Alberta,-113.4573286,53.5188581
SAFEWAY PHARMACY #8900,2534 GUARDIAN RD NW,EDMONTON,Alberta,-113.6744003,53.5104495
SAFEWAY PHARMACY #8904,SOUTHGATE SHOPPING CENTRE,EDMONTON,Alberta,-113.5136882,53.4856393
SAFEWAY PHARMACY #8905,15007 STONY PLAIN RD NW,EDMONTON,Alberta,-113.5808664,53.5398122
SAFEWAY PHARMACY #8906,5110 WINDERMERE BLVD NW,EDMONTON,Alberta,-113.5998833,53.4350277
SAFEWAY PHARMACY #8908,38 AVE & MILLWOODS RD NW,EDMONTON,Alberta,-90.4758158,41.472026
SAFEWAY PHARMACY #8921,2304 109 ST NW,EDMONTON,Alberta,-113.509828,53.4547194
SAFEWAY PHARMACY #8928,146-3210 118 AVE NW,EDMONTON,Alberta,-113.3905698,53.5715282
SAVE-ON-FOODS PHARMACY #6609,360 MAYFIELD COMMON NW,EDMONTON,Alberta,-113.6115125,53.5421203
SAVE-ON-FOODS PHARMACY #6612,8124 112 AVE NW,EDMONTON,Alberta,-113.4662716,53.5624433
SAVE-ON-FOODS PHARMACY #6613,10180 109 ST NW,EDMONTON,Alberta,-113.5092279,53.5426694
SAVE-ON-FOODS PHARMACY #6614,3361 CALGARY TR NW,EDMONTON,Alberta,-113.4940861,53.466724
SAVE-ON-FOODS PHARMACY #6615,6260 199 ST NW,EDMONTON,Alberta,-113.6678228,53.4955344
SAVE-ON-FOODS PHARMACY #6619,14161 23 AVE,EDMONTON,Alberta,-113.5642041,53.4526932
SAVE-ON-FOODS PHARMACY #6620 - 50TH ST MARKET,4805 167 AVE NW,EDMONTON,Alberta,-113.4091611,53.6273233
SAVE-ON-FOODS PHARMACY #6622,1120 91 ST SW,EDMONTON,Alberta,-113.4759673,53.4228979
SAVE-ON-FOODS PHARMACY #6630,11180 ELLERSLIE RD SW,EDMONTON,Alberta,-113.519447,53.425796
SAVE-ON-FOODS PHARMACY #6661,LONDONDERRY MALL,EDMONTON,Alberta,-113.445885,53.6017648
SAVE-ON-FOODS PHARMACY #6662,10368 78 AVE NW,EDMONTON,Alberta,-113.4968463,53.5144138
SAVE-ON-FOODS PHARMACY #6664,9510 160 AVE NW,EDMONTON,Alberta,-113.4885828,53.6217503
SAVE-ON-FOODS PHARMACY #6667,12903 153 AVE NW,EDMONTON,Alberta,-113.5434516,53.6157237
SAVE-ON-FOODS PHARMACY #6670,2390 24 ST NW,EDMONTON,Alberta,-113.3804564,53.4553861
SAVE-ON-FOODS PHARMACY #6672-LEWIS ESTATES,1264 WEBBER GREENS DR NW,EDMONTON,Alberta,-113.6863939,53.5296993
SAVE-ON-FOODS PHARMACY #6673,3005 HAYS RIDGE DR SW,EDMONTON,Alberta,-113.5671386,53.4119338
SCONA PHARMACY,10429 80 AVE NW,EDMONTON,Alberta,-113.498676,53.515842
SCRIPTS MEDICAL PHARMACY,201-6925 GATEWAY BLVD,EDMONTON,Alberta,-113.4908403,53.4874471
SEVEN DAYS PHARMACY,4121 118 AVE NW,EDMONTON,Alberta,-113.4059175,53.5701611
SHOPPERS DRUG MART #2301,14135 23 AVE NW,EDMONTON,Alberta,-113.563441,53.4527352
SHOPPERS DRUG MART #2307,3735 17 ST NW,EDMONTON,Alberta,-113.3678697,53.475366
SHOPPERS DRUG MART #2315,102-11962 104 AVE NW,EDMONTON,Alberta,-113.5270754,53.5474962
SHOPPERS DRUG MART #2370,12955 153 AVE NW,EDMONTON,Alberta,-113.5434767,53.6164807
SHOPPERS DRUG MART #2373,250 WATT COMMON SW,EDMONTON,Alberta,-113.4251328,53.4230491
SHOPPERS DRUG MART #2374,15969 97 ST NW,EDMONTON,Alberta,-113.4897502,53.620433
SHOPPERS DRUG MART #2377,5970 MULLEN WAY NW,EDMONTON,Alberta,-113.571347,53.435203
SHOPPERS DRUG MART #2379,10405 JASPER AVE NW,EDMONTON,Alberta,-113.5001375,53.5405641
SHOPPERS DRUG MART #2385,1024 WEBBER GREENS DR NW,EDMONTON,Alberta,-113.6697327,53.5250385
SHOPPERS DRUG MART #2396,6428 28 AVE NW,EDMONTON,Alberta,-113.4314423,53.4601523
SHOPPERS DRUG MART #2405,4940 137 AVE NW,EDMONTON,Alberta,-113.4098933,53.5975727
SHOPPERS DRUG MART #2412,2650 JAMES MOWATT TRAIL SW,EDMONTON,Alberta,-113.5350908,53.4067942
SHOPPERS DRUG MART #2418,8065 104 ST NW,EDMONTON,Alberta,-113.4963442,53.5166471
SHOPPERS DRUG MART #2434,102-10255 101 ST NW,EDMONTON,Alberta,-113.4933857,53.5439715
SHOPPERS DRUG MART #2439,11120 ELLERSLIE RD SW,EDMONTON,Alberta,-113.5174448,53.426376
SHOPPERS DRUG MART #2440,6290 199 ST NW,EDMONTON,Alberta,-113.6659492,53.4957481
SHOPPERS DRUG MART #2441,2350 24 ST NW,EDMONTON,Alberta,-113.3784511,53.4554434
SHOPPERS DRUG MART #2443,10116 150 ST NW,EDMONTON,Alberta,-113.5809834,53.541953
SHOPPERS DRUG MART #2446,5351 167 AVE NW,EDMONTON,Alberta,-113.4170981,53.6283182
SHOPPERS DRUG MART #2448,924 91 ST SW,EDMONTON,Alberta,-113.4764933,53.4245307
SHOPPERS DRUG MART #2469,2037 111 ST NW,EDMONTON,Alberta,-113.5138166,53.452404
SHOPPERS DRUG MART #2470,18224 89 AVE,EDMONTON,Alberta,-113.6393518,53.5241243
SHOPPERS DRUG MART #2478,12745 50 ST NW,EDMONTON,Alberta,-113.4170174,53.586588
SHOPPERS DRUG MART #302,101 LONDONDERRY MALL NW,EDMONTON,Alberta,-113.445885,53.6017648
SHOPPERS DRUG MART #312,10907 82 AVE NW,EDMONTON,Alberta,-113.5125142,53.5178033
SHOPPERS DRUG MART #313,254 MEADOWLARK HEALTH CTR,EDMONTON,Alberta,-113.5933513,53.5206855
SHOPPERS DRUG MART #317,192 KINGSWAY GARDEN MALL NW,EDMONTON,Alberta,-113.505546,53.562677
SHOPPERS DRUG MART #319,188 MILLBOURNE MALL,EDMONTON,Alberta,-113.4503738,53.4722788
SHOPPERS DRUG MART #328,10955 23 AVE NW,EDMONTON,Alberta,-113.5118105,53.4532005
SHOPPERS DRUG MART #332,400-6655 178 ST NW,EDMONTON,Alberta,-113.6284757,53.5016247
SHOPPERS DRUG MART #344,EDMONTON CITY CENTRE WEST,EDMONTON,Alberta,-113.4922762,53.543925
SHOPPERS DRUG MART #346,417-2331 66 ST NW,EDMONTON,Alberta,-113.4290958,53.4558578
SHOPPERS DRUG MART #352,584 RIVERBEND SQ NW,EDMONTON,Alberta,-113.5891445,53.4686148
SHOPPERS DRUG MART #363,162-8330 82 AVE NW,EDMONTON,Alberta,-113.457589,53.5204002
SHOPPERS DRUG MART #365,11720 JASPER AVE NW,EDMONTON,Alberta,-113.5238014,53.5412298
SHOPPERS DRUG MART #366,3812 118 AVE NW,EDMONTON,Alberta,-113.4003866,53.570639
SHOPPERS DRUG MART #370,8121 118 AVE,EDMONTON,Alberta,-113.466827,53.5702047
SHOPPERS DRUG MART #371,3945 34 ST NW,EDMONTON,Alberta,-113.3922114,53.4745785
SHOPPERS DRUG MART #375,16504 95 ST NW,EDMONTON,Alberta,-113.4875008,53.6273055
SHOPPERS DRUG MART #381,7469 101 AVE NW,EDMONTON,Alberta,-113.4420636,53.5405718
SHOPPERS DRUG MART #383,212 WESTMOUNT CENTRE,EDMONTON,Alberta,-113.5530031,53.5610552
SHOPPERS DRUG MART #386,9570 170 ST NW,EDMONTON,Alberta,-113.6170592,53.5332279
SHOPPERS DRUG MART #387,9980 137 AVE NW,EDMONTON,Alberta,-113.497153,53.6002197
SHOPPERS DRUG MART #397,13040 137 AVE NW,EDMONTON,Alberta,-113.546336,53.600072
SHOPPERS SIMPLY PHARMACY #3084,6603 132 AVE NW,EDMONTON,Alberta,-113.4434412,53.591838
SHOPPERS SIMPLY PHARMACY #3085,10839 23 AVE NW,EDMONTON,Alberta,-113.5075531,53.452779
SMART PHARMACY,11123 95 ST NW,EDMONTON,Alberta,-113.4869092,53.5608887
SOBEYS PHARMACY #3035,9611 167 AVE NW,EDMONTON,Alberta,-113.4891796,53.6282562
SOBEYS PHARMACY #3132,15367 CASTLEDOWNS RD NW,EDMONTON,Alberta,-113.5145002,53.6156803
SOBEYS PHARMACY #3143,5011 23 AVE NW,EDMONTON,Alberta,-113.421703,53.453775
SOBEYS PHARMACY #3194,1030 WEBBER GREENS DR NW,EDMONTON,Alberta,-113.6698969,53.5242823
SOBEYS PHARMACY #5169,1109 JAMES MOWATT TR SW,EDMONTON,Alberta,-113.5144609,53.4226904
SOBEY'S PHARMACY #5173,5119 167 AVE NW,EDMONTON,Alberta,-113.4143742,53.6272694
SOBEYS PHARMACY #5190,5309 ELLERSLIE RD SW,EDMONTON,Alberta,-113.425223,53.4242832
SOUTH BLVD PHARMACY,4220 GATEWAY BLVD NW,EDMONTON,Alberta,-113.4929579,53.4785028
SRX PHARMACY #2,B01-8625 112 ST,EDMONTON,Alberta,-113.520446,53.5226169
STONY PHARMACY,15506 STONY PLAIN RD,EDMONTON,Alberta,-113.5888455,53.5416284
STRATHCONA PRESCRIPTION CENTRE,8225 105 ST NW,EDMONTON,Alberta,-113.4999946,53.5187961
SUMMERSIDE PHARMACY,3-1109 SUMMERSIDE DR SW,EDMONTON,Alberta,-113.462299,53.4238067
SUPER MARK DRUGS,130-8930 JASPER AVE NW,EDMONTON,Alberta,-113.4738275,53.552731
TAWA PHARMASAVE,3013 66 ST NW,EDMONTON,Alberta,-113.4330445,53.4615238
TERRALOSA PHARMACY,17314 99 AVE,EDMONTON,Alberta,-113.6194787,53.5361005
TERWILLEGAR PHARMACY,1717 TOWNE CENTRE BLVD NW,EDMONTON,Alberta,-113.5775627,53.4453971
THE DRUG STORE (CASTLEDOWNS),11824 145 AVE NW,EDMONTON,Alberta,-113.5267801,53.607822
TIPASKAN PHARMACY,3236 82 ST NW,EDMONTON,Alberta,-113.4577232,53.4647988
TRINITY PHARMACY,10530 101 ST NW,EDMONTON,Alberta,-113.494235,53.548555
TWIN BROOKS PHARMACY,11029 9 AVE NW,EDMONTON,Alberta,-113.5171338,53.4390928
UNIVERSITY HEALTH CENTRE PHARMACY,1-10 STUDENTS UNION BLDG,EDMONTON,Alberta,-113.5273898,53.5253367
UPHARMACY,101-5083 WINDEMERE BLVD SW,EDMONTON,Alberta,-113.5922476,53.4327408
VIC'S SUPER DRUGS,9202 149 ST NW,EDMONTON,Alberta,-113.5782722,53.5269157
