,id,OBJECTID,CVC_ID,region,district,name ,add,vac_type,easting,northing,lon,lat,type
802,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f9,730,C00750,Yau Tsim Mong District,LIU HIN LUN,Pedder Healthcare Management Limited,"Unit 2501-2502, 25/F and 28/F, 26 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835820,817442,114.1725268,22.2959024,PDC
803,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f8,731,C00751,Yuen Long District,LIU HIN YEUNG,Human Health Medical Centre,"Shop NG18, G/F, T Town North, Tin Yuet Estate, 33 & 39 Tin Wah Road, TIN SHUI WAI, NEW TERRITORIES",Sinovac,817837,835903,113.9978008,22.46251569,PDC
804,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f7,732,C00752,Tsuen Wan District,LIU PIN GEORGE,Dr George P Liu Medical Clinic,"Shop B80, 1/F, Tsuen Fung Centre, 144-172 Castle Peak Road, TSUEN WAN, NEW TERRITORIES",Sinovac,830320,825880,114.1191216,22.37209219,PDC
805,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f6,733,C00754,Yau Tsim Mong District,LIU YU SUN JOHN,Elite Clinic Limited,"26/F, 26 Nathan Road, TSIM SHA TSUI, KOWLOON",Sinovac,835820,817442,114.1725268,22.2959024,PDC
806,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f5,440,C00450,Sha Tin District,KONG CHI KEUNG,Frontiers Medical Limited,"Shop 52D, 3/F, Shatin Centre, 2-16 Wang Pok Street, SHA TIN, NEW TERRITORIES",Sinovac,837675,826993,114.1905368,22.38215288,PDC
807,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f4,441,C00451,Kowloon City District,KONG CHUN TAT,Margaret Teresa Medical Centre Limited,"G/F, 36 Junction Road, KOWLOON CITY, KOWLOON",Sinovac,837327,821065,114.1871537,22.32862,PDC
808,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f3,442,C00452,Sham Shui Po District,KONG JAMES CHUN WAI,Health Wise Medical Centre,"Shop B1, G/F, 6 Nassau Street, Stage 5, Mei Foo Sun Chuen, LAI CHI KOK, KOWLOON",Sinovac,832382,822264,114.1391516,22.33944361,PDC
809,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f2,443,C00453,Kwai Tsing District,KONG SAI WAH KELVIN,Safeway Healthcare Centre,"Shop 117, Kwai Chung Shopping Centre, Kwai Chung Estate, Sheung Kok Street, KWAI CHUNG, NEW TERRITORIES",Sinovac,831213,825378,114.1277938,22.36756172,PDC
810,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f1,444,C00454,Yau Tsim Mong District,KONG TAI YUEN,Dr. T. Y. Kong Medical Consulting Ltd,"Flat 4C, European Asian Bank Bldg., 749 Nathan Rd., MONGKOK, KOWLOON",Sinovac,835376,820496,114.1682164,22.3234817,PDC
811,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73f0,445,C00455,Sham Shui Po District,KONG YIM FAI ALBERT,Health Wise Medical Centre,"Shop B1, G/F, 6 Nassau Street, Stage 5, Mei Foo Sun Chuen, LAI CHI KOK, KOWLOON",Sinovac,832382,822264,114.1391516,22.33944361,PDC
812,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ef,446,C00456,Wong Tai Sin District,KOO CHUNG WAI,Town Health Centre (Wong Tai Sin),"Shop 1, G/F, Kai Tak Garden Phase 2, 121 Choi Hung Road, WONG TAI SIN, KOWLOON",Sinovac,838051,822099,114.1941824,22.33795702,PDC
813,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ee,447,C00457,Kwun Tong District,KOO HIM THOMAS,Jockey Club Wo Lok Community Health Centre,"Unit 26-33, G/F, Kui On House, Wo Lok Estate, Hip Wo Street, KWUN TONG, KOWLOON",Sinovac,841515,819740,114.2278006,22.31664679,PDC
814,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ed,448,C00458,Eastern District,KU HAU,Dr Ku Hau Clinic,"9/F, Supreme Commercial Building, 368 King's Road, NORTH POINT, HONG KONG",Sinovac,838409,816821,114.1976505,22.2902931,PDC
815,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ec,449,C00459,Yau Tsim Mong District,KU NGAR WANG,Hong Kong Federation of Trade Unions Workers’ Medical Clinics (Mongkok Branch),"1/F, Silver Commercial Building, 719 Nathan Road, MONGKOK, KOWLOON",Sinovac,835425,820212,114.1686921,22.32091703,PDC
816,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73eb,450,C00460,Yau Tsim Mong District,KUNG GARRY,Graceful Medical Company,"Room 2208, 22/F, 655 Nathan Road, MONGKOK, KOWLOON",Sinovac,835486,819945,114.1692843,22.31850589,PDC
817,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ea,451,C00461,Central & Western District,KUNG KENNY,UMP Medical Centre (Central),"Room 01-03, Floor 14, Wing On House, 71 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834163,816112,114.1564484,22.28389044,PDC
818,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e9,452,C00462,Tuen Mun District,KWAN CHEE KEUNG,New Town Medical Centre (Trend Plaza),"Room 1, L1/F, The Trend Plaza North Wing, 2 Tuen Lung Street, TUEN MUN, NEW TERRITORIES",Sinovac,815555,828224,113.9757291,22.39314498,PDC
819,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e8,453,C00463,Yau Tsim Mong District,KWAN CHING HA BONNIE,813 Medical Centre (TST),"Room 813, 8/F, H Zentre, 15 Middle Road, TSIM SHA TSUI, KOWLOON",Sinovac,835891,817380,114.1732158,22.29534252,PDC
820,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e7,454,C00464,Wan Chai District,KWAN CHUN MAN,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
821,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e6,455,C00465,North District,KWAN HO YIN PATRICK,Dr Kwan Ho Yin,"Shop 4B, G/F, Sunningdale Garden, SHEUNG SHUI, NEW TERRITORIES",Sinovac,831679,840255,114.1322755,22.50190923,PDC
822,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e5,456,C00466,Yau Tsim Mong District,KWAN KA MEI BETTY,Dr Kwan Ka Mei Betty,"Shop 3, G/F, Wealth Commercial Centre, 42-56 Kwong Wah Street, MONGKOK, KOWLOON",Sinovac,835937,819752,114.1736617,22.31676313,PDC
823,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e4,457,C00467,Kwai Tsing District,KWAN KONG YUEN,Dr. Kwan Kong Yuen,"Flat 2H, Yee Woo Building, 17 Tai Pak Tin Street, KWAI CHUNG, NEW TERRITORIES",Sinovac,832402,825370,114.1393382,22.36749256,PDC
824,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e3,458,C00468,Tuen Mun District,KWAN SAI WING,Dr Kwan Sai Wing (Medical Clinic),"Shop 7, Siu Lun Court Shopping Centre, TUEN MUN, NEW TERRITORIES",Sinovac,815656,827295,113.9767219,22.3847569,PDC
825,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e2,459,C00469,Eastern District,KWAN SIU KUEN BILLY,Dr Kwan Siu Kuen's Clinic,"Shop A23A, G/F, Tai On Building, 57-87 Shau Kei Wan Road, SAI WAN HO, HONG KONG",Sinovac,840893,815975,114.2217527,22.28264831,PDC
826,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e1,460,C00470,Central & Western District,KWAN WING KAI,UMP Medical Centre (Central),"Room 1401-1403, Wing On House, 71 Des Voeux Road, CENTRAL, HONG KONG",Sinovac,834163,816112,114.1564484,22.28389044,PDC
827,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73e0,461,C00471,Kwai Tsing District,KWOK CHUN YIP,Kin Lam Medical Centre,"Room 307, Shek Lei Shopping Centre Phase 2, Shek Lei Estate, KWAI CHUNG, NEW TERRITORIES",Sinovac,832360,825130,114.138931,22.36532513,PDC
828,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73df,462,C00472,Tai Po District,KWOK DAVID MING FAI,Dr Kwok David Ming Fai,"G/F, 22 Wai Yan Street, TAI PO, NEW TERRITORIES",Sinovac,835141,834333,114.1659257,22.44843687,PDC
829,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73de,463,C00473,Central & Western District,KWOK GIN LING JANE,International Medical Centre,"5/F, International Medical Centre, 22 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834236,815952,114.157157,22.28244563,PDC
830,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73dd,464,C00474,Tsuen Wan District,KWOK HON CHU KENNETH,Hong Kong Adventist Hospital - Tsuen Wan,"199 Tsuen King Circuit, TSUEN WAN, NEW TERRITORIES",Sinovac,828836,826382,114.1047102,22.37661973,PDC
831,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73dc,465,C00475,Wong Tai Sin District,KWOK KA CHUN,Citihealth Medical Centre,"Shop 3 & 4, 1/F, Kai Tak Garden Shopping Arcade, 121 Choi Hung Road, WONG TAI SIN, KOWLOON",Sinovac,838051,822099,114.1941824,22.33795702,PDC
832,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73db,466,C00476,Yau Tsim Mong District,KWOK KA PUI,Dr George Medical Clinics,"Shop 5, G/F, Olympic MTR Station, TAI KOK TSUI, KOWLOON",Sinovac,834544,819926,114.1601414,22.31833363,PDC
833,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73da,467,C00477,Yau Tsim Mong District,KWOK KAI HIM HENRY,Hong Kong Occupational Medicine Centre Limited,"Room 813, 8/F, H Zentre, 15 Middle Road, TSIM SHA TSUI, KOWLOON",Sinovac,835891,817380,114.1732158,22.29534252,PDC
834,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d9,468,C00478,Yuen Long District,KWOK KWOK LUNG,Human Health Medical Centre,"Shop 20-21, MTR Yuen Long Station, YUEN LONG, NEW TERRITORIES",Sinovac,821695,834080,114.0353013,22.44609048,PDC
835,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d8,469,C00479,Tuen Mun District,KWOK KWOK LUNG,Human Health Medical Centre,"Shop 2, G/F, Lung Mun Oasis, 43 Lung Mun Road, TUEN MUN, NEW TERRITORIES",Sinovac,814621,827334,113.9666711,22.38509635,PDC
836,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d7,470,C00480,Kwai Tsing District,KWOK LAN,Health Joy Medical Centre,"Shop E, G/F, Wang Wah Mansion, 1 Tai Wo Hau Road, TSUEN WAN, NEW TERRITORIES",Sinovac,830691,825480,114.1227252,22.36848122,PDC
837,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d6,471,C00481,Tai Po District,KWOK MAN YI,Human Health Medical Centre,"Shop 28B, G/F, Fortune Plaza, 4 On Chee Road, TAI PO, NEW TERRITORIES",Sinovac,835353,834772,114.167985,22.45240136,PDC
838,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d5,472,C00482,Tai Po District,KWOK MAN YI,Human Health Medical Centre,"Shop 34A, Level 1, Tai Po Plaza, 1 On Tai Road, TAI PO, NEW TERRITORIES",Sinovac,835586,834835,114.1702486,22.45297039,PDC
839,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d4,473,C00483,Sham Shui Po District,KWOK PING FAI,Dr Kwok Ping Fai Clinic,"Shop A9, G/F, Smiling Plaza, 162-188 Un Chau Street, SHAM SHUI PO, KOWLOON",Sinovac,834571,821779,114.1604015,22.33506733,PDC
840,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d3,474,C00484,North District,KWOK SHU MING DANIEL,Dr Kwok Shu Ming,"Shop 61-62, G/F, Flora Plaza, Shopping Arcade, FANLING, NEW TERRITORIES",Sinovac,832611,838427,114.1413375,22.48540391,PDC
841,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d2,475,C00485,Kowloon City District,KWOK SHUK KAM LOUISA,Hunghom Medical Centre Limited,"G/F, Shop 3, 31 Tak Man Street, Whampoa Estate, HUNG HOM, KOWLOON",Sinovac,837443,818576,114.1882778,22.30614277,PDC
842,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d1,476,C00486,Wan Chai District,KWOK SIU KONG,Town Health Centre (North Point),"Shop D2, G/F, Merlin Garden, 160 Electric Road, Fortress Hill, NORTH POINT, HONG KONG",Sinovac,837830,816485,114.1920316,22.28725944,PDC
843,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73d0,477,C00487,Sai Kung District,KWOK SZE CHAI STACEY,Quality HealthCare Medical Centre,"Shop 234-236, Level 2, Metro City Phase 1, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,844557,820244,114.2573281,22.32118623,PDC
844,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73cf,478,C00488,Kwun Tong District,KWOK TZE LEUNG OSMOND,Dr Kwok Tze Leung Osmond,"Shop P, G/F, Wai King Building, 167 Ngau Tau Kok Road, NGAU TAU KOK, KOWLOON",Sinovac,840348,820506,114.2164759,22.32356738,PDC
845,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ce,479,C00489,Tsuen Wan District,KWOK YAM TAT JEREMY,LMS Health Limited,"Room 12, G/F, Block 2, Lei Muk Shue Estate, KWAI CHUNG, NEW TERRITORIES",Sinovac,831928,826556,114.1347328,22.37820164,PDC
846,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73cd,480,C00490,Wan Chai District,KWOK YIP TUNG TONY,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
847,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73cc,481,C00491,Kwai Tsing District,KWOK YU HANG,Doctor Kwok Yu Hang Medical Clinic,"Shop 114, 1/F, Kwai Chung Shopping Centre, Kwai Chung Estate, Sheung Kok Street, KWAI CHUNG, NEW TERRITORIES",Sinovac,831213,825378,114.1277938,22.36756172,PDC
848,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73cb,482,C00492,Tsuen Wan District,KWOK YUK LAI ISABEL,Lo Tak Court Integrated Medical Centre,"Shop No.7A, G/F, Fortune Mansion, 10-18 Tsuen Hing Path, TSUEN WAN, NEW TERRITORIES",Sinovac,829974,825922,114.1157619,22.37247024,PDC
849,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ca,483,C00493,Yau Tsim Mong District,KWONG HO TAK,"University Health Service, The Hong Kong Polytechnic University","(For PolyU Staff/ Staff Dependent Only)Room A001, The Hong Kong Polytechnic University, HUNG HOM, KOWLOON",Sinovac,836412,818227,114.1782719,22.30299148,PDC
850,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c9,484,C00494,Sai Kung District,KWONG KAR SHUN WILSON,Dr Kwong Kar Shun Wilson Clinic,"Shop S12, G/F, Bauhinia Garden, 11 Tong Chun Street, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845016,818610,114.2617743,22.30642797,PDC
851,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c8,485,C00496,Sha Tin District,KWONG SIU KEE,Kwong's Spring Medical Centre,"Shop 220, 2/F, Shui Chuen O Plaza, 1 Pok Chuen Street, SHA TIN, NEW TERRITORIES",Sinovac,838351,826073,114.1970998,22.3738441,PDC
852,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c7,486,C00497,Kowloon City District,KWONG SIU KEE,Kwong's Spring Medical Centre,"Shop 8, G/F, 351 Tokwawan Road, TO KWA WAN, KOWLOON",Sinovac,837822,819945,114.1919573,22.31850536,PDC
853,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c6,487,C00498,Wan Chai District,KWONG WING HUN,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
854,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c5,488,C00499,Yau Tsim Mong District,KWONG YING YUI,TWGHs Integrated Diagnostic and Medical Centre,"5/F, TWGHs Tsui Tsin Tong Outpatient Building, Kwong Wah Hospital, 25 Waterloo Road, YAU MA TEI, KOWLOON",Sinovac,835728,819604,114.1716333,22.31542655,PDC
855,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c4,489,C00500,Sai Kung District,KYAW TUN MARTIN,Hong Kong Healthcare Medical Centre Limited,"G/F, 20 Tak Lung Back Street, SAI KUNG, NEW TERRITORIES",Sinovac,845998,826805,114.2713546,22.38042811,PDC
856,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c3,490,C00501,Central & Western District,LAI CHEUCK SEEN EDWARD,Pedder Healthcare Management Limited,"4/F, 9 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,834376,815736,114.1585157,22.28049517,PDC
857,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c2,491,C00502,Sha Tin District,LAI CHU KEI CARLTON,Kensington Medical,"Shop 202D, 2/F, We Go Mall, 16 Po Tai Street, MA ON SHAN, NEW TERRITORIES",Sinovac,841122,830554,114.2240191,22.4143042,PDC
858,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c1,492,C00503,Yau Tsim Mong District,LAI HING HUI BRENDAN,Dr Brendan Lai,"Room 1116B, Argyle Centre, 688 Nathan Road, MONGKOK, KOWLOON",Sinovac,835515,820121,114.1695657,22.32009529,PDC
859,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73c0,493,C00504,Yau Tsim Mong District,LAI HO YEUNG KELVIN,Human Health Integrated Medical Centre,"Concession KOW85, L2, MTR Kowloon Station, TSIM SHA TSUI, KOWLOON",Sinovac,834665,818450,114.1613173,22.30500458,PDC
860,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73bf,494,C00505,Sham Shui Po District,LAI HO YEUNG KELVIN,Human Health Medical Centre,"Shop 105B, 1/F, Liberte Shopping Centre, 833 Lai Chi Kok Road, LAI CHI KOK, KOWLOON",Sinovac,833373,821726,114.1487725,22.33458711,PDC
861,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73be,495,C00506,Kowloon City District,LAI HOO WAH  JOSEPH,Dr Lai Hoo Wah,"Room A, 2/F, Kimley Court, 144 Nga Tsin Wai Road, KOWLOON CITY, KOWLOON",Sinovac,837330,821129,114.1871828,22.32919796,PDC
862,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73bd,496,C00507,Wan Chai District,LAI KA WAI,Hong Kong Sanatorium & Hospital Limited,"2 Village Road, HAPPY VALLEY, HONG KONG",Sinovac,836968,814459,114.1836661,22.26896393,PDC
863,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73bc,497,C00508,Tuen Mun District,LAI KING SHING,Dr Lai King Shing,"Shop L203, Leung King Estate Shopping Centre, TUEN MUN, NEW TERRITORIES",Sinovac,814225,829690,113.9627932,22.40636703,PDC
864,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73bb,498,C00509,Tai Po District,LAI KIT CHI,United Christian Nethersole Community Health Service - Kwong Fuk Community Health Centre,"Room 19, G/F, Kwong Yan House, Kwong Fuk Estate, TAI PO, NEW TERRITORIES",Sinovac,836092,834396,114.1751646,22.44900615,PDC
865,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ba,499,C00510,Yau Tsim Mong District,LAI KWOK LEUNG,Dr Lai Kwok Leung Clinic,"Room 1105B-C, 11/F, Chung Kiu Commercial Building, 47 Shan Tung Street, MONGKOK, KOWLOON",Sinovac,835570,819872,114.1700997,22.3178467,PDC
866,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b9,500,C00511,Kwun Tong District,LAI PAK YEE,Human Health Medical Centre,"Shop 202, Hiu Lai Court Shopping Centre, Hiu Lai Court, SAU MAU PING, KOWLOON",Sinovac,841680,820199,114.2294036,22.32079132,PDC
867,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b8,501,C00512,Kwun Tong District,LAI PAK YEE,Human Health Medical Centre,"Shop 119, Po Tat Shopping Centre, Po Tat Estate, SAU MAU PING, KOWLOON",Sinovac,842391,819826,114.2363032,22.31742052,PDC
868,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b7,502,C00513,Kowloon City District,LAI SAU FAI,Dr Lai Sau Fai,"Room F-1, G/F, Cheerful Commercial Building, 116-118 Ma Tau Wei Road, HUNG HOM, KOWLOON",Sinovac,837353,819058,114.1874047,22.31049558,PDC
869,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b6,503,C00516,Sham Shui Po District,LAI TAT CHAU DOUGLAS,Nurture Healthcare Medical Centre,"Shop 99D2, G/F, 69-119 Broadway, Mei Foo Sun Chuen, LAI CHI KOK, KOWLOON",Sinovac,832618,821874,114.1414434,22.3359222,PDC
870,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b5,504,C00517,Sha Tin District,LAI WAI KEUNG STEVE,Union Heart Centre,"1/F, Main Building, 18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
871,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b4,505,C00518,Kowloon City District,LAM CHI YUEN IVAN,Hang Seng Medical Practice,"G/F, 46 Wuhu Street, HUNG HOM, KOWLOON",Sinovac,837221,818711,114.1861234,22.30736204,PDC
872,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b3,506,C00520,Central & Western District,LAM CHI YUEN JOHNNY,The Central Clinic,"Room 4202-03, 42/F, The Center, 99 Queen's Road Central, CENTRAL, HONG KONG",Sinovac,833986,816192,114.1547308,22.28461267,PDC
873,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b2,507,C00521,Kwai Tsing District,LAM CHIN FAI EDWIN,Dr Lam Chin Fai Edwin,"Room 302, G/F, Block 10, Greenfield Garden Shopping Arcade Phase 3, TSING YI, NEW TERRITORIES",Sinovac,829181,823675,114.1080721,22.35217552,PDC
874,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b1,508,C00522,Sai Kung District,LAM CHING MAN CAROLINE,Dr Lam Ching Man,"Room A01, G/F, Nan Fung Plaza, 8 Pui Shing Road, TSEUNG KWAN O, NEW TERRITORIES",Sinovac,845232,819500,114.2638756,22.31446409,PDC
875,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73b0,509,C00523,Sha Tin District,LAM CHIU WAH,Union Heart Centre,"1/F, Main Building, 18 Fu Kin Street, TAI WAI, NEW TERRITORIES",Sinovac,836087,824574,114.1751171,22.36030858,PDC
876,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73af,510,C00524,Yau Tsim Mong District,LAM CHUK SAU LETTY,UMP Medical Centre (Olympic),"Unit 2, 1/F, Skyway House, 3 Sham Mong Road, TAI KOK TSUI, KOWLOON",Sinovac,834541,820104,114.1601121,22.31994107,PDC
877,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ae,511,C00525,Sham Shui Po District,LAM CHUN WAH,Dr Lam Chun Wah,"G/F, Kwong Fat Building, 322 Castle Peak Road, CHEUNG SHA WAN, KOWLOON",Sinovac,834172,822159,114.1565279,22.33849851,PDC
878,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ad,512,C00526,Wong Tai Sin District,LAM HIU TAN,The Assemblies of God Medical Clinic,"Shop 11-12, G/F, Suet Fung House, Fung Tak Estate, DIAMOND HILL, KOWLOON",Sinovac,838646,822830,114.1999593,22.34455764,PDC
879,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ac,513,C00527,Sham Shui Po District,LAM HON MAN,Dr. Lam Hon Man Clinic,"Shop C, G/F, Tonning Mansion, 42 Tonkin Street, CHEUNG SHA WAN, KOWLOON",Sinovac,834465,821945,114.1593724,22.3365663,PDC
880,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73ab,514,C00528,Kwun Tong District,LAM HON SIN,Christian Family Service Centre Medical Clinic,"Room A, G/F, 3 Tsui Ping Road, KWUN TONG, KOWLOON",Sinovac,841627,819192,114.2288858,22.31169767,PDC
881,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73aa,515,C00529,Kowloon City District,LAM KA KEUNG,Hong Kong Baptist Hospital Out-Patient Centre,"222 Waterloo Road, KOWLOON TONG, KOWLOON",Sinovac,836580,822296,114.1799031,22.33973694,PDC
882,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a9,516,C00530,Eastern District,LAM KA YUE DAVID,Onyx Medical Practice,"Shop 6, G/F, Southern Building, 257-273 King's Road, NORTH POINT, HONG KONG",Sinovac,838114,816779,114.1947878,22.28991416,PDC
883,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a8,517,C00531,Yau Tsim Mong District,LAM KEI CHI,Health & Young Limited,"Unit 2, 6/F, Hampton Loft, 11 Hoi Fan Road, TAI KOK TSUI, KOWLOON",Sinovac,834055,820215,114.1553948,22.32094291,PDC
884,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a7,518,C00532,Central & Western District,LAM KI YU,Dr. Vio & Partners,"Units 1006, 10/F, World Wide House, 19 Des Voeux Road Central, CENTRAL, HONG KONG",Sinovac,834301,815966,114.1577877,22.28257213,PDC
885,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a6,519,C00533,Yau Tsim Mong District,LAM KWOK KWONG,Easy Healthcare Holdings Limited,"Room 1305, 13/F, Rightful Centre, 12 Tak Hing Street, JORDAN, KOWLOON",Sinovac,835811,818446,114.1724392,22.30496914,PDC
886,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a5,520,C00534,Tai Po District,LAM LAI SHEUNG,Human Health Medical Centre,"Shop 28B, G/F, Fortune Plaza, 4 On Chee Road, TAI PO, NEW TERRITORIES",Sinovac,835353,834772,114.167985,22.45240136,PDC
887,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a4,521,C00535,Kwun Tong District,LAM LAP,Quality HealthCare Medical Centre,"Shop 41&43A, 1/F, Exchange Tower, 33 Wang Chiu Road, KOWLOON BAY, KOWLOON",Sinovac,839618,820224,114.2093897,22.32102234,PDC
888,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a3,522,C00536,Central & Western District,LAM LIE SIU FEN,Quality Healthcare Medical Centre,"Unit 1605-09, 16/F, Admiralty Centre Tower 1, 18 Harcourt Road, ADMIRALTY, HONG KONG",Sinovac,835052,815627,114.1650752,22.27951144,PDC
889,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a2,523,C00537,Central & Western District,LAM MAN FAI,Dr MF Lam  Medical Center,"Room 907, 9/F, Melbourne Plaza, 33 Queen's Road, CENTRAL, HONG KONG",Sinovac,834186,815947,114.1566718,22.28240042,PDC
890,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a1,524,C00538,Tai Po District,LAM NGAM,Dr Wong & Associates,"Shop 9, G/F, Beautiful Garden, 11 Chui Lok Street, TAI PO, NEW TERRITORIES",Sinovac,834982,834957,114.1643805,22.45407176,PDC
891,CHP_CVS_PDC_V1.fid-49427263_17a19b1646c_-73a0,525,C00539,Yuen Long District,LAM PO YAN RICHARD MIESKI,Dr Richard P Y Lam,"Room 708, 7/F, Kwong Wah Plaza, 11 Tai Tong Road, YUEN LONG, NEW TERRITORIES",Sinovac,821093,833851,114.0294552,22.44401728,PDC
